"Country","Year","Cancer site","ICD10 code","RouteToDiagnosis","Stage","Count","% of known routes","% of all routes"
"England","2013","Pancreatic","C25","GP Referral","Stage II",139,0.137623762376238,0.0760810071154899
"England","2013","Pancreatic","C25","GP Referral","Stage III",112,0.110891089108911,0.0613026819923372
"England","2013","Pancreatic","C25","GP Referral","Stage IV",690,0.683168316831683,0.377668308702791
"England","2013","Pancreatic","C25","GP Referral","Unknown",817,NA,0.447181171319102
"England","2013","Pancreatic","C25","Emergency Presentation","Stage I",102,0.0512562814070352,0.0275377969762419
"England","2013","Pancreatic","C25","Emergency Presentation","Stage II",205,0.103015075376884,0.0553455723542117
"England","2013","Pancreatic","C25","Emergency Presentation","Stage III",157,0.078894472361809,0.0423866090712743
"England","2013","Pancreatic","C25","Emergency Presentation","Stage IV",1526,0.766834170854271,0.411987041036717
"England","2013","Pancreatic","C25","Emergency Presentation","Unknown",1714,NA,0.462742980561555
"England","2013","Pancreatic","C25","Other","Stage I",46,0.0642458100558659,0.033117350611951
"England","2013","Pancreatic","C25","Other","Stage II",122,0.170391061452514,0.087832973362131
"England","2013","Pancreatic","C25","Other","Stage III",74,0.103351955307263,0.0532757379409647
"England","2013","Pancreatic","C25","Other","Stage IV",474,0.662011173184358,0.341252699784017
"England","2013","Pancreatic","C25","Other","Unknown",673,NA,0.484521238300936
"England","2013","Prostate","C61","Two Week Wait","Stage I",4304,0.28727806701375,0.248026277877024
"England","2013","Prostate","C61","Two Week Wait","Stage II",3436,0.229341876918969,0.19800610845387
"England","2013","Prostate","C61","Two Week Wait","Stage III",3626,0.24202376184755,0.208955223880597
"England","2013","Prostate","C61","Two Week Wait","Stage IV",3616,0.24135629421973,0.208378954647611
"England","2013","Prostate","C61","Two Week Wait","Unknown",2371,NA,0.136633435140898
"England","2013","Prostate","C61","GP Referral","Stage I",5520,0.429505135387488,0.348506850179936
"England","2013","Prostate","C61","GP Referral","Stage II",3406,0.265017117958294,0.215038828208852
"England","2013","Prostate","C61","GP Referral","Stage III",2457,0.191176470588235,0.155123429509439
"England","2013","Prostate","C61","GP Referral","Stage IV",1469,0.114301276065982,0.0927457541511459
"England","2013","Prostate","C61","GP Referral","Unknown",2987,NA,0.188585137950628
"England","2013","Prostate","C61","Emergency Presentation","Stage I",391,0.188071188071188,0.105390835579515
"England","2013","Prostate","C61","Emergency Presentation","Stage II",175,0.0841750841750842,0.0471698113207547
"England","2013","Prostate","C61","Emergency Presentation","Stage III",193,0.0928330928330928,0.0520215633423181
"England","2013","Prostate","C61","Emergency Presentation","Stage IV",1320,0.634920634920635,0.355795148247978
"England","2013","Prostate","C61","Emergency Presentation","Unknown",1631,NA,0.439622641509434
"England","2013","Prostate","C61","Other","Stage I",1700,0.459087226573049,0.310729299945165
"England","2013","Prostate","C61","Other","Stage II",767,0.20712935457737,0.140193748857613
"England","2013","Prostate","C61","Other","Stage III",614,0.165811504185795,0.112228111862548
"England","2013","Prostate","C61","Other","Stage IV",622,0.167971914663786,0.113690367391702
"England","2013","Prostate","C61","Other","Unknown",1768,NA,0.323158471942972
"England","2013","Uterine","C54-C55","Two Week Wait","Stage I",2756,0.756104252400549,0.682854311199207
"England","2013","Uterine","C54-C55","Two Week Wait","Stage II",298,0.081755829903978,0.0738354806739346
"England","2013","Uterine","C54-C55","Two Week Wait","Stage III",392,0.107544581618656,0.0971258671952428
"England","2013","Uterine","C54-C55","Two Week Wait","Stage IV",199,0.0545953360768176,0.0493062438057483
"England","2013","Uterine","C54-C55","Two Week Wait","Unknown",391,NA,0.0968780971258672
"England","2013","Uterine","C54-C55","GP Referral","Stage I",1370,0.774886877828054,0.628152223750573
"England","2013","Uterine","C54-C55","GP Referral","Stage II",125,0.0707013574660633,0.0573131591013297
"England","2013","Uterine","C54-C55","GP Referral","Stage III",177,0.100113122171946,0.0811554332874828
"England","2013","Uterine","C54-C55","GP Referral","Stage IV",96,0.0542986425339367,0.0440165061898212
"England","2013","Uterine","C54-C55","GP Referral","Unknown",413,NA,0.189362677670793
"England","2013","Uterine","C54-C55","Emergency Presentation","Stage I",150,0.442477876106195,0.263620386643234
"England","2013","Uterine","C54-C55","Emergency Presentation","Stage II",26,0.0766961651917404,0.0456942003514939
"England","2013","Uterine","C54-C55","Emergency Presentation","Stage III",72,0.212389380530973,0.126537785588752
"England","2013","Uterine","C54-C55","Emergency Presentation","Stage IV",91,0.268436578171091,0.159929701230228
"England","2013","Uterine","C54-C55","Emergency Presentation","Unknown",230,NA,0.404217926186292
"England","2013","Uterine","C54-C55","Other","Stage I",374,0.733333333333333,0.504043126684636
"England","2013","Uterine","C54-C55","Other","Stage II",36,0.0705882352941176,0.0485175202156334
"England","2013","Uterine","C54-C55","Other","Stage III",68,0.133333333333333,0.091644204851752
"England","2013","Uterine","C54-C55","Other","Stage IV",32,0.0627450980392157,0.0431266846361186
"England","2013","Uterine","C54-C55","Other","Unknown",232,NA,0.31266846361186
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Emergency Presentation","Stage I",186,0.114814814814815,0.0807642205818498
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","GP Referral","Stage I",756,0.447337278106509,0.365747460087083
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Inpatient Elective","Stage I",56,0.301075268817204,0.222222222222222
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Other Outpatient","Stage I",396,0.431842966194111,0.350752878653676
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Screening","Stage I",335,0.616942909760589,0.611313868613139
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Suspected Cancer (Red Flag)","Stage I",1005,0.335671342685371,0.305100182149362
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Unknown","Stage I",88,0.42512077294686,0.267477203647416
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Emergency Presentation","Stage II",192,0.118518518518519,0.0833695180199739
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","GP Referral","Stage II",270,0.159763313609467,0.130624092888244
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Inpatient Elective","Stage II",23,0.123655913978495,0.0912698412698413
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Other Outpatient","Stage II",154,0.16793893129771,0.136403897254207
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Screening","Stage II",142,0.261510128913444,0.259124087591241
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Suspected Cancer (Red Flag)","Stage II",698,0.23313293253173,0.211900425015179
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Unknown","Stage II",31,0.14975845410628,0.0942249240121581
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Emergency Presentation","Stage III",342,0.211111111111111,0.148501953973079
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","GP Referral","Stage III",345,0.20414201183432,0.166908563134978
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Inpatient Elective","Stage III",41,0.220430107526882,0.162698412698413
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Other Outpatient","Stage III",182,0.198473282442748,0.161204605845881
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Screening","Stage III",57,0.104972375690608,0.104014598540146
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Suspected Cancer (Red Flag)","Stage III",728,0.24315297261189,0.221007893139041
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Unknown","Stage III",33,0.159420289855072,0.100303951367781
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Emergency Presentation","Stage IV",900,0.555555555555556,0.390794615718628
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","GP Referral","Stage IV",319,0.188757396449704,0.154329946782777
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Inpatient Elective","Stage IV",66,0.354838709677419,0.261904761904762
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Other Outpatient","Stage IV",185,0.201744820065431,0.163861824623561
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Screening","Stage IV",9,0.0165745856353591,0.0164233576642336
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Suspected Cancer (Red Flag)","Stage IV",563,0.188042752171009,0.170916818457802
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Unknown","Stage IV",55,0.265700483091787,0.167173252279635
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Emergency Presentation","Unknown",683,NA,0.29656969170647
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","GP Referral","Unknown",377,NA,0.182389937106918
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Inpatient Elective","Unknown",66,NA,0.261904761904762
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Other Outpatient","Unknown",212,NA,0.187776793622675
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Screening","Unknown",5,NA,0.00912408759124088
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Suspected Cancer (Red Flag)","Unknown",300,NA,0.0910746812386157
"Northern Ireland","2018-2020","All Cancers Combined","C00-C43, C45-C97","Unknown","Unknown",122,NA,0.370820668693009
"Northern Ireland","2018-2020","Bowel","C18-C20","Emergency Presentation","Stage I",10,0.0366300366300366,0.0304878048780488
"Northern Ireland","2018-2020","Bowel","C18-C20","GP Referral","Stage I",41,0.246987951807229,0.213541666666667
"Northern Ireland","2018-2020","Bowel","C18-C20","Inpatient Elective","Stage I",8,0.216216216216216,0.2
"Northern Ireland","2018-2020","Bowel","C18-C20","Other Outpatient","Stage I",21,0.241379310344828,0.21
"Northern Ireland","2018-2020","Bowel","C18-C20","Screening","Stage I",43,0.43,0.413461538461538
"Northern Ireland","2018-2020","Bowel","C18-C20","Suspected Cancer (Red Flag)","Stage I",58,0.157608695652174,0.146464646464646
"Northern Ireland","2018-2020","Bowel","C18-C20","Unknown","Stage I",3,0.272727272727273,0.166666666666667
"Northern Ireland","2018-2020","Bowel","C18-C20","Emergency Presentation","Stage II",68,0.249084249084249,0.207317073170732
"Northern Ireland","2018-2020","Bowel","C18-C20","GP Referral","Stage II",45,0.271084337349398,0.234375
"Northern Ireland","2018-2020","Bowel","C18-C20","Inpatient Elective","Stage II",10,0.27027027027027,0.25
"Northern Ireland","2018-2020","Bowel","C18-C20","Other Outpatient","Stage II",24,0.275862068965517,0.24
"Northern Ireland","2018-2020","Bowel","C18-C20","Screening","Stage II",23,0.23,0.221153846153846
"Northern Ireland","2018-2020","Bowel","C18-C20","Suspected Cancer (Red Flag)","Stage II",106,0.28804347826087,0.267676767676768
"Northern Ireland","2018-2020","Bowel","C18-C20","Unknown","Stage II",1,0.0909090909090909,0.0555555555555556
"Northern Ireland","2018-2020","Bowel","C18-C20","Emergency Presentation","Stage III",68,0.249084249084249,0.207317073170732
"Northern Ireland","2018-2020","Bowel","C18-C20","GP Referral","Stage III",53,0.319277108433735,0.276041666666667
"Northern Ireland","2018-2020","Bowel","C18-C20","Inpatient Elective","Stage III",11,0.297297297297297,0.275
"Northern Ireland","2018-2020","Bowel","C18-C20","Other Outpatient","Stage III",26,0.298850574712644,0.26
"Northern Ireland","2018-2020","Bowel","C18-C20","Screening","Stage III",30,0.3,0.288461538461538
"Northern Ireland","2018-2020","Bowel","C18-C20","Suspected Cancer (Red Flag)","Stage III",130,0.353260869565217,0.328282828282828
"Northern Ireland","2018-2020","Bowel","C18-C20","Unknown","Stage III",3,0.272727272727273,0.166666666666667
"Northern Ireland","2018-2020","Bowel","C18-C20","Emergency Presentation","Stage IV",127,0.465201465201465,0.38719512195122
"Northern Ireland","2018-2020","Bowel","C18-C20","GP Referral","Stage IV",27,0.162650602409639,0.140625
"Northern Ireland","2018-2020","Bowel","C18-C20","Inpatient Elective","Stage IV",8,0.216216216216216,0.2
"Northern Ireland","2018-2020","Bowel","C18-C20","Other Outpatient","Stage IV",16,0.183908045977011,0.16
"Northern Ireland","2018-2020","Bowel","C18-C20","Screening","Stage IV",4,0.04,0.0384615384615385
"Northern Ireland","2018-2020","Bowel","C18-C20","Suspected Cancer (Red Flag)","Stage IV",74,0.201086956521739,0.186868686868687
"Northern Ireland","2018-2020","Bowel","C18-C20","Unknown","Stage IV",4,0.363636363636364,0.222222222222222
"Northern Ireland","2018-2020","Bowel","C18-C20","Emergency Presentation","Unknown",55,NA,0.167682926829268
"Northern Ireland","2018-2020","Bowel","C18-C20","GP Referral","Unknown",26,NA,0.135416666666667
"Northern Ireland","2018-2020","Bowel","C18-C20","Inpatient Elective","Unknown",3,NA,0.075
"Northern Ireland","2018-2020","Bowel","C18-C20","Other Outpatient","Unknown",13,NA,0.13
"Northern Ireland","2018-2020","Bowel","C18-C20","Screening","Unknown",4,NA,0.0384615384615385
"Northern Ireland","2018-2020","Bowel","C18-C20","Suspected Cancer (Red Flag)","Unknown",28,NA,0.0707070707070707
"Northern Ireland","2018-2020","Bowel","C18-C20","Unknown","Unknown",7,NA,0.388888888888889
"Northern Ireland","2018-2020","Breast","C50","Emergency Presentation","Stage I",10,0.188679245283019,0.172413793103448
"Northern Ireland","2018-2020","Breast","C50","GP Referral","Stage I",61,0.423611111111111,0.401315789473684
"Northern Ireland","2018-2020","Breast","C50","Inpatient Elective","Stage I",0,NA,NA
"Northern Ireland","2018-2020","Breast","C50","Other Outpatient","Stage I",49,0.485148514851485,0.471153846153846
"Northern Ireland","2018-2020","Breast","C50","Screening","Stage I",273,0.664233576642336,0.661016949152542
"Northern Ireland","2018-2020","Breast","C50","Suspected Cancer (Red Flag)","Stage I",190,0.284431137724551,0.274963820549928
"Northern Ireland","2018-2020","Breast","C50","Unknown","Stage I",10,0.384615384615385,0.3125
"Northern Ireland","2018-2020","Breast","C50","Emergency Presentation","Stage II",12,0.226415094339623,0.206896551724138
"Northern Ireland","2018-2020","Breast","C50","GP Referral","Stage II",54,0.375,0.355263157894737
"Northern Ireland","2018-2020","Breast","C50","Inpatient Elective","Stage II",0,NA,NA
"Northern Ireland","2018-2020","Breast","C50","Other Outpatient","Stage II",38,0.376237623762376,0.365384615384615
"Northern Ireland","2018-2020","Breast","C50","Screening","Stage II",111,0.27007299270073,0.268765133171913
"Northern Ireland","2018-2020","Breast","C50","Suspected Cancer (Red Flag)","Stage II",340,0.508982035928144,0.492040520984081
"Northern Ireland","2018-2020","Breast","C50","Unknown","Stage II",10,0.384615384615385,0.3125
"Northern Ireland","2018-2020","Breast","C50","Emergency Presentation","Stage III",5,0.0943396226415094,0.0862068965517241
"Northern Ireland","2018-2020","Breast","C50","GP Referral","Stage III",18,0.125,0.118421052631579
"Northern Ireland","2018-2020","Breast","C50","Inpatient Elective","Stage III",0,NA,NA
"Northern Ireland","2018-2020","Breast","C50","Other Outpatient","Stage III",9,0.0891089108910891,0.0865384615384615
"Northern Ireland","2018-2020","Breast","C50","Screening","Stage III",23,0.0559610705596107,0.0556900726392252
"Northern Ireland","2018-2020","Breast","C50","Suspected Cancer (Red Flag)","Stage III",107,0.160179640718563,0.154848046309696
"Northern Ireland","2018-2020","Breast","C50","Unknown","Stage III",2,0.0769230769230769,0.0625
"Northern Ireland","2018-2020","Breast","C50","Emergency Presentation","Stage IV",26,0.490566037735849,0.448275862068966
"Northern Ireland","2018-2020","Breast","C50","GP Referral","Stage IV",11,0.0763888888888889,0.0723684210526316
"Northern Ireland","2018-2020","Breast","C50","Inpatient Elective","Stage IV",0,NA,NA
"Northern Ireland","2018-2020","Breast","C50","Other Outpatient","Stage IV",5,0.0495049504950495,0.0480769230769231
"Northern Ireland","2018-2020","Breast","C50","Screening","Stage IV",4,0.0097323600973236,0.00968523002421308
"Northern Ireland","2018-2020","Breast","C50","Suspected Cancer (Red Flag)","Stage IV",31,0.0464071856287425,0.044862518089725
"Northern Ireland","2018-2020","Breast","C50","Unknown","Stage IV",4,0.153846153846154,0.125
"Northern Ireland","2018-2020","Breast","C50","Emergency Presentation","Unknown",5,NA,0.0862068965517241
"Northern Ireland","2018-2020","Breast","C50","GP Referral","Unknown",8,NA,0.0526315789473684
"Northern Ireland","2018-2020","Breast","C50","Inpatient Elective","Unknown",0,NA,NA
"Northern Ireland","2018-2020","Breast","C50","Other Outpatient","Unknown",3,NA,0.0288461538461538
"Northern Ireland","2018-2020","Breast","C50","Screening","Unknown",2,NA,0.00484261501210654
"Northern Ireland","2018-2020","Breast","C50","Suspected Cancer (Red Flag)","Unknown",23,NA,0.0332850940665702
"Northern Ireland","2018-2020","Breast","C50","Unknown","Unknown",6,NA,0.1875
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Emergency Presentation","Stage I",23,0.223300970873786,0.191666666666667
"Northern Ireland","2018-2020","Gynaecological","C51-C57","GP Referral","Stage I",70,0.619469026548673,0.578512396694215
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Inpatient Elective","Stage I",0,NA,NA
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Other Outpatient","Stage I",33,0.559322033898305,0.492537313432836
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Screening","Stage I",19,0.59375,0.59375
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Suspected Cancer (Red Flag)","Stage I",142,0.594142259414226,0.574898785425101
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Unknown","Stage I",7,0.4375,0.304347826086957
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Emergency Presentation","Stage II",7,0.0679611650485437,0.0583333333333333
"Northern Ireland","2018-2020","Gynaecological","C51-C57","GP Referral","Stage II",9,0.079646017699115,0.0743801652892562
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Inpatient Elective","Stage II",0,NA,NA
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Other Outpatient","Stage II",5,0.0847457627118644,0.0746268656716418
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Screening","Stage II",7,0.21875,0.21875
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Suspected Cancer (Red Flag)","Stage II",19,0.0794979079497908,0.0769230769230769
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Unknown","Stage II",1,0.0625,0.0434782608695652
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Emergency Presentation","Stage III",38,0.368932038834951,0.316666666666667
"Northern Ireland","2018-2020","Gynaecological","C51-C57","GP Referral","Stage III",20,0.176991150442478,0.165289256198347
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Inpatient Elective","Stage III",0,NA,NA
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Other Outpatient","Stage III",16,0.271186440677966,0.238805970149254
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Screening","Stage III",4,0.125,0.125
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Suspected Cancer (Red Flag)","Stage III",55,0.230125523012552,0.222672064777328
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Unknown","Stage III",4,0.25,0.173913043478261
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Emergency Presentation","Stage IV",35,0.339805825242718,0.291666666666667
"Northern Ireland","2018-2020","Gynaecological","C51-C57","GP Referral","Stage IV",14,0.123893805309735,0.115702479338843
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Inpatient Elective","Stage IV",0,NA,NA
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Other Outpatient","Stage IV",5,0.0847457627118644,0.0746268656716418
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Screening","Stage IV",2,0.0625,0.0625
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Suspected Cancer (Red Flag)","Stage IV",23,0.096234309623431,0.0931174089068826
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Unknown","Stage IV",4,0.25,0.173913043478261
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Emergency Presentation","Unknown",17,NA,0.141666666666667
"Northern Ireland","2018-2020","Gynaecological","C51-C57","GP Referral","Unknown",8,NA,0.0661157024793388
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Inpatient Elective","Unknown",0,NA,NA
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Other Outpatient","Unknown",8,NA,0.119402985074627
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Screening","Unknown",0,NA,0
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Suspected Cancer (Red Flag)","Unknown",8,NA,0.0323886639676113
"Northern Ireland","2018-2020","Gynaecological","C51-C57","Unknown","Unknown",7,NA,0.304347826086957
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Emergency Presentation","Stage I",2,0.0606060606060606,0.0512820512820513
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","GP Referral","Stage I",22,0.285714285714286,0.271604938271605
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Inpatient Elective","Stage I",0,NA,NA
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Other Outpatient","Stage I",21,0.338709677419355,0.318181818181818
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Screening","Stage I",0,NA,NA
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Suspected Cancer (Red Flag)","Stage I",33,0.218543046357616,0.212903225806452
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Unknown","Stage I",6,0.461538461538462,0.375
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Emergency Presentation","Stage II",4,0.121212121212121,0.102564102564103
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","GP Referral","Stage II",11,0.142857142857143,0.135802469135802
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Inpatient Elective","Stage II",0,NA,NA
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Other Outpatient","Stage II",8,0.129032258064516,0.121212121212121
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Screening","Stage II",0,NA,NA
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Suspected Cancer (Red Flag)","Stage II",25,0.165562913907285,0.161290322580645
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Unknown","Stage II",1,0.0769230769230769,0.0625
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Emergency Presentation","Stage III",4,0.121212121212121,0.102564102564103
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","GP Referral","Stage III",16,0.207792207792208,0.197530864197531
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Inpatient Elective","Stage III",0,NA,NA
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Other Outpatient","Stage III",8,0.129032258064516,0.121212121212121
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Screening","Stage III",0,NA,NA
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Suspected Cancer (Red Flag)","Stage III",31,0.205298013245033,0.2
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Unknown","Stage III",1,0.0769230769230769,0.0625
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Emergency Presentation","Stage IV",23,0.696969696969697,0.58974358974359
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","GP Referral","Stage IV",28,0.363636363636364,0.345679012345679
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Inpatient Elective","Stage IV",0,NA,NA
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Other Outpatient","Stage IV",25,0.403225806451613,0.378787878787879
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Screening","Stage IV",0,NA,NA
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Suspected Cancer (Red Flag)","Stage IV",62,0.410596026490066,0.4
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Unknown","Stage IV",5,0.384615384615385,0.3125
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Emergency Presentation","Unknown",6,NA,0.153846153846154
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","GP Referral","Unknown",4,NA,0.0493827160493827
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Inpatient Elective","Unknown",0,NA,NA
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Other Outpatient","Unknown",4,NA,0.0606060606060606
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Screening","Unknown",0,NA,NA
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Suspected Cancer (Red Flag)","Unknown",4,NA,0.0258064516129032
"Northern Ireland","2018-2020","Head and Neck","C00-C14, C30-C32","Unknown","Unknown",3,NA,0.1875
"Northern Ireland","2018-2020","Liver, Gallbladder & Pancreatic","C22-C25","Emergency Presentation","Stage I",21,0.103448275862069,0.0804597701149425
"Northern Ireland","2018-2020","Liver, Gallbladder & Pancreatic","C22-C25","GP Referral","Stage I",20,0.27027027027027,0.222222222222222
"Northern Ireland","2018-2020","Liver, Gallbladder & Pancreatic","C22-C25","Inpatient Elective","Stage I",0,NA,NA
"Northern Ireland","2018-2020","Liver, Gallbladder & Pancreatic","C22-C25","Other Outpatient","Stage I",19,0.306451612903226,0.263888888888889
"Northern Ireland","2018-2020","Liver, Gallbladder & Pancreatic","C22-C25","Screening","Stage I",0,NA,NA
"Northern Ireland","2018-2020","Liver, Gallbladder & Pancreatic","C22-C25","Suspected Cancer (Red Flag)","Stage I",8,0.123076923076923,0.10958904109589
"Northern Ireland","2018-2020","Liver, Gallbladder & Pancreatic","C22-C25","Unknown","Stage I",4,0.166666666666667,0.117647058823529
"Northern Ireland","2018-2020","Liver, Gallbladder & Pancreatic","C22-C25","Emergency Presentation","Stage II",18,0.0886699507389163,0.0689655172413793
"Northern Ireland","2018-2020","Liver, Gallbladder & Pancreatic","C22-C25","GP Referral","Stage II",14,0.189189189189189,0.155555555555556
"Northern Ireland","2018-2020","Liver, Gallbladder & Pancreatic","C22-C25","Inpatient Elective","Stage II",0,NA,NA
"Northern Ireland","2018-2020","Liver, Gallbladder & Pancreatic","C22-C25","Other Outpatient","Stage II",13,0.209677419354839,0.180555555555556
"Northern Ireland","2018-2020","Liver, Gallbladder & Pancreatic","C22-C25","Screening","Stage II",0,NA,NA
"Northern Ireland","2018-2020","Liver, Gallbladder & Pancreatic","C22-C25","Suspected Cancer (Red Flag)","Stage II",9,0.138461538461538,0.123287671232877
"Northern Ireland","2018-2020","Liver, Gallbladder & Pancreatic","C22-C25","Unknown","Stage II",3,0.125,0.0882352941176471
"Northern Ireland","2018-2020","Liver, Gallbladder & Pancreatic","C22-C25","Emergency Presentation","Stage III",36,0.177339901477833,0.137931034482759
"Northern Ireland","2018-2020","Liver, Gallbladder & Pancreatic","C22-C25","GP Referral","Stage III",15,0.202702702702703,0.166666666666667
"Northern Ireland","2018-2020","Liver, Gallbladder & Pancreatic","C22-C25","Inpatient Elective","Stage III",0,NA,NA
"Northern Ireland","2018-2020","Liver, Gallbladder & Pancreatic","C22-C25","Other Outpatient","Stage III",11,0.17741935483871,0.152777777777778
"Northern Ireland","2018-2020","Liver, Gallbladder & Pancreatic","C22-C25","Screening","Stage III",0,NA,NA
"Northern Ireland","2018-2020","Liver, Gallbladder & Pancreatic","C22-C25","Suspected Cancer (Red Flag)","Stage III",16,0.246153846153846,0.219178082191781
